customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
3296,Leontyne,Jackett,Female,78,11/11/74,Quality Engineer,Financial Services,Affluent Customer,N,ë©‰Ì¤‰‰Çèåµ‰_‰´Ìá,Yes,17
3297,Addy,Moukes,Male,39,4/26/75,Product Engineer,Manufacturing,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,13
3298,Christine,Baignard,U,1,,VP Quality Control,IT,Affluent Customer,N,,Yes,
3299,Sybille,Ballsdon,Female,27,4/10/80,Systems Administrator II,Manufacturing,Affluent Customer,N,_µ _ _ _,Yes,12
3300,Quintus,Gouldthorpe,Male,47,5/22/61,Executive Secretary,Retail,Mass Customer,N,‰å«‰¡èÌå¬èÌ‰‰‰,No,14
3301,Guntar,O'Halloran,Male,5,3/21/87,Associate Professor,n/a,Mass Customer,N,åüèÌ‰€±èÌåøèåÀ,Yes,6
3302,Faulkner,McKiernan,Male,17,10/30/56,Compensation Analyst,Financial Services,Affluent Customer,N,_…ü_…¡_»…ü_test¯¤ô¯µô¯_¯¤¯» ¯¤ô¯»ô¯_ôô,No,19
3303,Ced,Cuell,Male,51,2/2/67,Structural Engineer,Telecommunications,Affluent Customer,N,í_HêíÂí_íí_eê êíí´ííÈêíwíhííøêoíêíêí±í¨ ñí¼íííêWíáí_í_aí¼í»êií¬êêí_êíøítí¦í_í¨sííêê íÊíÇíÊBíÈêêêêí_eíµhíµíÂêíÇêiíí_êí_í_í¨êíÇnêdí«í»íí êí¡êí©êêêí_Tê¢êí_êí»hêêí¨íÈeíÂíêí í_í_íWêêêííêêaêêêí_í_,Yes,11
3304,Tymothy,Rodder,Male,43,1/19/81,,n/a,Mass Customer,N,¡Šü_‹‹‹Ç‹‹‹_Šü‹‹,No,12
3305,Neddy,La Grange,Male,25,2/16/77,Senior Developer,Health,Mass Customer,N,_…ü_…¡_»…ü_test¯¤ô¯µô¯_¯¤¯» ¯¤ô¯»ô¯_ôô,Yes,11
3306,Iggy,Whorton,Male,50,5/17/91,Compensation Analyst,Financial Services,Mass Customer,N,ë©‰Ì¤‰‰Çèåµ‰_‰´Ìá,No,7
3307,Portia,Thirlwall,Female,96,9/2/78,Analyst Programmer,Health,High Net Worth,N,‰‰‰,No,14
3308,Daffi,Idale,Female,5,5/20/79,Cost Accountant,Financial Services,Mass Customer,N,í_HêíÂí_íí_eê êíí´ííÈêíwíhííøêoíêíêí±í¨ ñí¼íííêWíáí_í_aí¼í»êií¬êêí_êíøítí¦í_í¨sííêê íÊíÇíÊBíÈêêêêí_eíµhíµíÂêíÇêiíí_êí_í_í¨êíÇnêdí«í»íí êí¡êí©êêêí_Tê¢êí_êí»hêêí¨íÈeíÂíêí í_í_íWêêêííêêaêêêí_í_,Yes,14
3309,Christie,Bremeyer,Male,34,12/14/74,Senior Sales Associate,n/a,High Net Worth,N,0/0,Yes,3
3310,Bethany,Jarrell,Female,83,10/29/61,VP Marketing,Property,Affluent Customer,N,í_HêíÂí_íí_eê êíí´ííÈêíwíhííøêoíêíêí±í¨ ñí¼íííêWíáí_í_aí¼í»êií¬êêí_êíøítí¦í_í¨sííêê íÊíÇíÊBíÈêêêêí_eíµhíµíÂêíÇêiíí_êí_í_í¨êíÇnêdí«í»íí êí¡êí©êêêí_Tê¢êí_êí»hêêí¨íÈeíÂíêí í_í_íWêêêííêêaêêêí_í_,Yes,12
3311,Clary,Bennitt,Female,57,12/21/79,Civil Engineer,Manufacturing,Mass Customer,N,NULL,Yes,8
3312,Franky,Nanninini,U,49,,Administrative Officer,IT,High Net Worth,N,,No,
3313,Kori,Antoshin,Female,10,3/15/95,,Property,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,5
3314,Blakelee,Tassel,Female,50,10/31/72,,Financial Services,Mass Customer,N,1.00E+02,Yes,12
3315,Ninnette,Pandey,Female,77,9/8/94,Account Executive,Property,Mass Customer,N,1.00E+96,Yes,5
3316,Stoddard,Giacomoni,Female,31,9/2/60,Structural Analysis Engineer,n/a,Mass Customer,N,‰»‰»test‰»,No,18
3317,Ric,Kondrachenko,Male,35,7/8/70,Actuary,Financial Services,Mass Customer,N,‰_test‰¤,Yes,11
3318,Courtnay,Allmen,Male,37,2/7/62,,Manufacturing,High Net Worth,N,",‹‹È:*:‹È‹‰( ‰È ì ‰È )‹‹È:*:‹È‹‰",Yes,19
3319,Erda,,Female,67,4/4/66,,Financial Services,Affluent Customer,N,_Ê_Ê±_Ê__Ê±_Ê±ü_Ê__Ê_,Yes,19
3320,Anabella,Mealham,Female,16,6/2/94,Nuclear Power Engineer,Manufacturing,High Net Worth,N,1,No,6
3321,Ives,,Male,38,5/10/80,Software Test Engineer I,n/a,High Net Worth,N,"¯Çô ôô¯_ ¯_ô¯á¯» ô¯¬¯¤ô¯»¯_¯øô¯ø¯, ¯Â¯_ô¯±¯»ô ¯¬¯¤¯_¯»¯¨¯ø¯¤ô ¯£ô ¯øôô. ¯´¯¡ ôô¯¤¯ ¯¤ô¯_¯»¯¤¯± ô¯»ô¯µô¯¬ ô¯¤ô. ¯£ôôô ¯¤ô¯á¯¤ôô¯¤¯ ¯¬¯±ô¯á¯¤ôô¯¤-ô¯±ô¯_¯¤ ô¯ø ¯£¯¨¯¡. ¯_ôôô¯¤ô¯ ¯´¯»ô¯¤ôô¯© ¯¬ôô ô¯¤, ô¯¡ô¯± ¯",Yes,14
3322,Hew,Sworder,U,24,,Financial Analyst,Financial Services,Affluent Customer,N,,Yes,
3323,Cortie,Hamshar,Male,99,3/1/73,Account Representative I,Health,High Net Worth,N,‰£,No,8
3324,Sholom,,Male,32,7/11/73,Research Nurse,Health,Mass Customer,N,0/0,Yes,10
3325,Sylas,,Male,80,10/8/96,Database Administrator IV,Manufacturing,High Net Worth,N,(•_ˆ_´ˆ_´•_•_•ÈÀ ‰È‰‰È,No,1
3326,Wes,Crotch,Male,83,4/13/75,Nurse,Manufacturing,High Net Worth,N,‡Ê,Yes,22
3327,Roma,Le Gallo,Male,84,2/2/73,Teacher,Manufacturing,Mass Customer,N,",‹‹È:*:‹È‹‰( ‰È ì ‰È )‹‹È:*:‹È‹‰",No,15
3328,Arabella,Delgaty,Female,58,8/6/61,Food Chemist,Health,Mass Customer,N,../../../../../../../../../../../etc/hosts,No,6
3329,Karissa,Leal,Female,97,8/6/74,,n/a,High Net Worth,N,"''''""",No,13
3330,Tina,Pristnor,Female,70,11/6/55,,Health,Mass Customer,N,nil,Yes,18
3331,Claire,Trahar,Female,18,9/20/71,Technical Writer,Financial Services,Mass Customer,N,null,No,8
3332,Cissy,Jeffress,Female,43,9/24/98,Account Representative III,Health,Mass Customer,N,ôÁô¢ô£,No,3
3333,Celinda,Asher,Female,30,5/8/79,Software Test Engineer II,Property,Mass Customer,N,",./;'[]\-=",Yes,17
3334,Koralle,Winckles,Female,63,5/22/65,VP Product Management,Health,Mass Customer,N,‰Á,Yes,12
3335,Damian,Dutt,Male,47,12/15/79,Editor,Health,Mass Customer,N,‰‰‰,No,16
3336,Konstantine,Terne,Male,47,1/10/79,Research Assistant IV,Manufacturing,Mass Customer,N,•_•_¬(å«‰•_‰©,Yes,8
3337,Brendan,Aird,Male,58,10/28/76,,Argiculture,Mass Customer,N,"''''""",Yes,16
3338,Nata,Ozanne,Female,48,7/8/64,,Manufacturing,Mass Customer,N,‰‰‰,Yes,10
3339,Andrea,Rand,Male,76,5/8/86,Programmer Analyst III,Health,Mass Customer,N,1-Feb,No,21
3340,Torey,Beharrell,Male,61,9/29/91,Physical Therapy Assistant,n/a,Mass Customer,N,1,No,2
3341,Vitia,Crum,Female,19,8/5/80,Help Desk Technician,Retail,Affluent Customer,N,¡Šü_‹‹‹Ç‹‹‹_Šü‹‹,Yes,6
3342,Henry,Phillps,Male,51,8/12/85,,Entertainment,Mass Customer,N,•_•_´‰À‹_‰_(•_Á‰‰À‰•_Á)‰±‰À•_´•_,No,7
3343,Cristabel,Bim,U,3,,Recruiter,IT,Mass Customer,N,,Yes,
3344,Clerissa,Columbell,Female,66,2/14/95,GIS Technical Architect,n/a,Affluent Customer,N,•_•_•_,Yes,1
3345,Hersch,Gilkes,Male,83,6/23/77,,Financial Services,High Net Worth,N,‰¡‰«‰µ‰‰‰,No,12
3346,Nadya,Callaghan,Female,61,9/11/91,Software Consultant,Financial Services,High Net Worth,N,‰¡‰«‰µ‰‰‰,No,3
3347,Nichols,,Male,99,11/8/85,Computer Systems Analyst II,Entertainment,High Net Worth,N,null,Yes,18
3348,Amanda,Hazeltine,Female,93,11/8/56,Pharmacist,Health,High Net Worth,N,1;DROP TABLE users,Yes,6
3349,Byram,Lamberts,Male,11,1/22/81,Director of Sales,Argiculture,Affluent Customer,N,/dev/null; touch /tmp/blns.fail ; echo,No,9
3350,Tam,Prestner,Male,53,5/29/75,Analog Circuit Design manager,Manufacturing,Affluent Customer,N,"""'",No,6
3351,Chryste,Nornable,Female,13,4/13/82,Accounting Assistant II,n/a,Affluent Customer,N,1'; DROP TABLE users--,No,15
3352,Fredek,Lobley,Male,14,12/28/94,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,-1.00E+02,No,1
3353,Marina,Scorrer,Female,91,4/21/94,Software Test Engineer II,n/a,Mass Customer,N,‰¡‰«‰µ‰‰‰,Yes,1
3354,Ollie,Restorick,Male,18,3/27/78,,Manufacturing,Mass Customer,N,test‰Êtest‰Ç,Yes,11
3355,Cherin,Thireau,Female,50,2/19/90,Staff Accountant I,Manufacturing,Mass Customer,N,-1,No,3
3356,Dill,Bampford,Male,47,3/23/59,Safety Technician II,Financial Services,Mass Customer,N,‹‹_‹‹£‹_‹üÁ‹‹»‹‹,Yes,6
3357,Georgie,Henze,Male,25,2/1/99,Design Engineer,Manufacturing,Affluent Customer,N,‰_•ü _ _ _ _ _ _ _ _ _ _ _ _ _ _,No,4
3358,Fairlie,McGavin,Male,30,9/17/73,Engineer I,Manufacturing,Affluent Customer,N,•_•_•_,Yes,11
3359,Duffy,Cotillard,Male,82,12/13/91,Developer III,n/a,Mass Customer,N,,No,3
3360,Joelie,Sherlaw,Female,77,3/23/63,Quality Engineer,Health,Affluent Customer,N,1.00E+96,No,5
3361,Riva,Yushin,Female,68,1/20/68,General Manager,Property,Mass Customer,N,Œ£_¾_¢»,Yes,9
3362,Piotr,Saladin,Male,60,6/24/71,VP Accounting,Financial Services,Affluent Customer,N,‹‹_‹‹£‹_‹üÁ‹‹»‹‹,No,13
3363,Orson,Tythacott,Male,25,3/8/00,Electrical Engineer,Manufacturing,High Net Worth,N,íÁêêíIêííí_nêêêví¨íÇokí_íÇíêiíêí_í_íÊíníÁíÈí¨í£í¼gí_êêí_êíÂê í¡têí_híí_eí¢í_ êíÂí_êfí«íêí£eêêeí£í´í©lêêêiêÊêêí_nêêíêí_í¨gê í¬oêÁêí»fíí£íÂ ííêíêí¨cñêíÇêêêêêhíµí_í£êêaêíí_êêoí_í£í´sê¢í±êí¼íí_íÈ.íí,Yes,3
3364,Trueman,,Male,77,8/19/93,Engineer IV,Manufacturing,Mass Customer,N,(‰øå¡‰Áå¡•_‰ø•üµ ‰È‰‰È),Yes,3
3365,Karlens,Chaffyn,U,29,,Engineer III,IT,Mass Customer,N,,No,
3366,Rickey,Gregolotti,Male,98,2/26/75,Technical Writer,Manufacturing,Mass Customer,N,1.00E+02,Yes,14
3367,Melisse,Massei,Female,75,12/5/00,Librarian,Entertainment,Mass Customer,N,(‰øå¡‰Áå¡•_‰ø•üµ ‰È‰‰È),Yes,1
3368,Tanya,Boddis,Female,7,7/17/67,Technical Writer,Financial Services,Affluent Customer,N,-1.00E+02,No,16
3369,Cathrin,Rosencrantz,Female,90,1/2/77,Research Associate,n/a,Mass Customer,N,00è®$-,No,10
3370,Brant,Follis,Male,8,1/22/54,Data Coordiator,n/a,High Net Worth,N,ÌÌÌÌèÌÌ•£ÀÌÌÌ‰,Yes,5
3371,Josey,Alves,Female,56,10/30/77,Analyst Programmer,Retail,Mass Customer,N,"¯Çô ôô¯_ ¯_ô¯á¯» ô¯¬¯¤ô¯»¯_¯øô¯ø¯, ¯Â¯_ô¯±¯»ô ¯¬¯¤¯_¯»¯¨¯ø¯¤ô ¯£ô ¯øôô. ¯´¯¡ ôô¯¤¯ ¯¤ô¯_¯»¯¤¯± ô¯»ô¯µô¯¬ ô¯¤ô. ¯£ôôô ¯¤ô¯á¯¤ôô¯¤¯ ¯¬¯±ô¯á¯¤ôô¯¤-ô¯±ô¯_¯¤ ô¯ø ¯£¯¨¯¡. ¯_ôôô¯¤ô¯ ¯´¯»ô¯¤ôô¯© ¯¬ôô ô¯¤, ô¯¡ô¯± ¯",No,17
3372,Orazio,Wissby,Male,62,9/25/54,,Telecommunications,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,No,15
3373,Inna,Atack,Female,19,1/25/91,Research Associate,Health,Mass Customer,N,-1.00E+02,No,5
3374,Joann,Corrigan,Female,77,11/17/59,Sales Associate,Manufacturing,Mass Customer,N,0/0,Yes,12
3375,Thorsten,Gregon,Male,37,3/21/93,Accounting Assistant I,Financial Services,High Net Worth,N,"__•_(,_,*)",Yes,6
3376,Amity,Widdall,Female,74,10/20/82,,Manufacturing,Mass Customer,N,1.00E+02,No,16
3377,Jamal,MacRury,Male,12,6/23/88,,Manufacturing,Mass Customer,N,,Yes,7
3378,Ina,Habershaw,Female,17,2/17/62,,Financial Services,Affluent Customer,N,(•_ˆ_´ˆ_´•_•_•ÈÀ ‰È‰‰È,No,14
3379,Elysee,Spurr,Female,51,4/30/99,Food Chemist,Health,Mass Customer,N,1.00E+02,Yes,2
3380,Abe,Ealam,Male,41,1/9/55,Speech Pathologist,Manufacturing,High Net Worth,N,‰_•ü _ _ _ _ _ _ _ _ _ _ _ _ _ _,Yes,14
3381,Bruce,Lackie,Male,26,11/20/93,Computer Systems Analyst IV,n/a,Mass Customer,N,•_•_•_,No,4
3382,Burk,Walczak,Male,90,12/17/77,Business Systems Development Analyst,n/a,High Net Worth,N,‰¢,No,10
3383,Dane,Swansbury,Male,47,4/5/82,Financial Analyst,Financial Services,Affluent Customer,N,‡Ê,Yes,10
3384,Wesley,Nichols,Male,11,3/5/96,,n/a,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,No,6
3385,Ronda,,Female,23,2/10/75,Systems Administrator III,Argiculture,Mass Customer,N,-$1.00,No,9
3386,Cliff,Nolin,Male,24,7/28/99,Structural Engineer,IT,High Net Worth,N,‰¡‰«‰µ,Yes,2
3387,Shel,Duke,Female,19,7/5/76,General Manager,Manufacturing,Affluent Customer,N,../../../../../../../../../../../etc/hosts,Yes,15
3388,Urbanus,Pichan,Male,81,10/25/86,VP Marketing,Retail,Mass Customer,N,‰¡‰«‰µ,No,7
3389,Margo,Saltmarshe,Female,27,6/1/72,Programmer II,n/a,Affluent Customer,N,__¾¤Œ_ü¢»Œ_üÊ©¦¾,No,19
3390,Fayth,Baudins,Female,20,1/27/69,,n/a,High Net Worth,N,‰£,No,7
3391,Terrel,Kreuzer,Male,93,6/23/91,,Manufacturing,Mass Customer,N,•ÈÀ,No,7
3392,Brock,Ride,Male,41,12/12/76,Tax Accountant,Financial Services,Mass Customer,N,_©__,No,10
3393,Henrietta,Olexa,Female,23,2/21/54,Technical Writer,Retail,Mass Customer,N,test‰Êtest‰Ç,Yes,7
3394,Barde,Spoward,Male,39,6/26/74,Environmental Specialist,Health,Mass Customer,N,1.00E+02,No,22
3395,Sigmund,Fishbourn,Male,76,4/19/93,,Financial Services,Mass Customer,N,1/0,No,3
3396,Arin,Nappin,Male,18,6/28/60,Research Assistant I,Manufacturing,Mass Customer,N,"¯Çô ôô¯_ ¯_ô¯á¯» ô¯¬¯¤ô¯»¯_¯øô¯ø¯, ¯Â¯_ô¯±¯»ô ¯¬¯¤¯_¯»¯¨¯ø¯¤ô ¯£ô ¯øôô. ¯´¯¡ ôô¯¤¯ ¯¤ô¯_¯»¯¤¯± ô¯»ô¯µô¯¬ ô¯¤ô. ¯£ôôô ¯¤ô¯á¯¤ôô¯¤¯ ¯¬¯±ô¯á¯¤ôô¯¤-ô¯±ô¯_¯¤ ô¯ø ¯£¯¨¯¡. ¯_ôôô¯¤ô¯ ¯´¯»ô¯¤ôô¯© ¯¬ôô ô¯¤, ô¯¡ô¯± ¯",Yes,9
3397,Melisande,,Female,70,8/19/85,Product Engineer,IT,Mass Customer,N,_…ü_…¡_»…ü_test¯¤ô¯µô¯_¯¤¯» ¯¤ô¯»ô¯_ôô,No,11
3398,Alberik,Looks,Male,69,7/1/71,,n/a,High Net Worth,N,,Yes,7
3399,Hillyer,Biddulph,Male,95,5/10/96,VP Accounting,Financial Services,Mass Customer,N,1;DROP TABLE users,No,2
3400,Brenna,Childes,Female,46,6/25/87,Sales Associate,Financial Services,Mass Customer,N,‰¡‰«‰µ,Yes,18
3401,Cristie,,Female,92,7/28/93,Tax Accountant,Telecommunications,Mass Customer,N,"__•_(,_,*)",Yes,4
3402,Krystyna,Scadden,Female,73,5/4/85,Statistician II,Retail,Mass Customer,N,00è®$-,No,10
3403,Jessalyn,Zoellner,Female,27,5/14/94,Senior Financial Analyst,Financial Services,Mass Customer,N,1;DROP TABLE users,Yes,2
3404,Thomasine,McCloch,Female,2,8/1/73,GIS Technical Architect,Property,Affluent Customer,N,‰,No,22
3405,Gavra,Robez,Female,89,8/18/96,Project Manager,Financial Services,Mass Customer,N,,Yes,3
3406,Lucy,Lackmann,Female,35,4/28/79,Business Systems Development Analyst,IT,Mass Customer,N,‹È(•À£‰•À£)‹È:*:,Yes,10
3407,Marven,Ditts,Male,53,10/8/61,Cost Accountant,Financial Services,High Net Worth,N,•_•_•_,Yes,19
3408,Becka,Bysaker,Female,10,7/11/72,Tax Accountant,Manufacturing,Mass Customer,N,_…ü_…¡_»…ü_test¯¤ô¯µô¯_¯¤¯» ¯¤ô¯»ô¯_ôô,No,18
3409,Abbey,Nellen,Female,75,4/29/77,Desktop Support Technician,Argiculture,Mass Customer,N,-$1.00,No,16
3410,Merrili,Brittin,Female,93,9/22/40,,Property,Mass Customer,N,‡,No,16
3411,Alena,Hannis,Female,68,1/4/80,Physical Therapy Assistant,n/a,Mass Customer,N,Zí¨íêíÊêêAí´ííêíÈíLí£êêíøí_íêGíÈOí_íí¨,Yes,20
3412,Almira,Ethelstone,Female,66,8/18/73,Office Assistant IV,n/a,Mass Customer,N,1/0,Yes,7
3413,Zulema,Cristofolo,Female,93,10/15/97,VP Accounting,Financial Services,Mass Customer,N,__ _ _ _ _ _ _ _¤,No,3
3414,Winnifred,Zima,Female,46,2/25/66,Software Consultant,n/a,Affluent Customer,N,null,Yes,10
3415,Alberik,Kelsey,Male,43,1/17/63,Quality Engineer,Property,High Net Worth,N,(•_ˆ_´ˆ_´•_•_•ÈÀ ‰È‰‰È,Yes,11
3416,Evanne,Bentote,Female,6,1/18/76,,Manufacturing,Mass Customer,N,‰Çtest‰Ç,Yes,11
3417,Deedee,Coxall,Female,91,2/18/73,Social Worker,Health,Mass Customer,N,‰¡‰«‰µ,No,7
3418,Felipa,Paddingdon,Female,18,12/31/59,Systems Administrator IV,Health,High Net Worth,N,•ÈÀ,No,19
3419,Felipa,Guslon,Female,13,7/9/73,Information Systems Manager,n/a,Mass Customer,N,1/0,Yes,18
3420,Norby,Elion,Male,96,9/10/80,Financial Advisor,Financial Services,Mass Customer,N,‰,Yes,19
3421,Ronalda,McGeechan,Female,60,12/17/62,Computer Systems Analyst II,Health,Affluent Customer,N,__ _ _ _ _ _ _ _,Yes,18
3422,Lucine,Virgin,Female,38,5/6/78,Professor,Manufacturing,Mass Customer,N,',No,5
3423,Griselda,Bezants,Female,57,12/27/99,Registered Nurse,Health,Affluent Customer,N,"<>?:""{}|_+",No,1
3424,Vale,Whittuck,Female,39,2/28/77,Automation Specialist III,Manufacturing,Affluent Customer,N,1'; DROP TABLE users--,Yes,11
3425,Alister,De la Yglesia,Male,32,4/5/86,GIS Technical Architect,Manufacturing,Mass Customer,N,"'""''''""",Yes,12
3426,Ron,Dilon,Male,40,4/18/59,Assistant Media Planner,Entertainment,Mass Customer,N,Ì´Ì‰®å©è‰èåÂ‰_Ì_,No,17
3427,Mace,Edington,Male,67,5/19/81,Help Desk Operator,Financial Services,Mass Customer,N,00è®$-,Yes,17
3428,Leonora,Iglesia,Female,77,8/7/74,Chemical Engineer,Manufacturing,Mass Customer,N,',Yes,16
3429,Alla,Hirtzmann,Female,37,6/22/64,,Health,High Net Worth,N,åÁ‰¢å£å¢‰å¤å¦‰¢å»å¼‰‰Ê,No,15
3430,Augustus,Pickin,Male,77,2/29/64,Research Nurse,Health,Affluent Customer,N,‰¡‰«‰µ‰‰‰,Yes,9
3431,York,Calbreath,Male,97,8/10/96,Community Outreach Specialist,Property,Affluent Customer,N,‰å«å¨‰Êå´å¬èÌüì‰‰,No,5
3432,Max,Cloney,Female,99,11/27/88,Junior Executive,Argiculture,Mass Customer,N,__¾¤Œ_ü¢»Œ_üÊ©¦¾,Yes,2
3433,Karissa,Cabral,Female,10,4/28/98,Computer Systems Analyst II,Property,Mass Customer,N,‰å«‰¡èÌå¬èÌ‰‰‰,No,2
3434,Stesha,Miners,Female,20,12/5/73,Account Coordinator,Health,Mass Customer,N,',No,16
3435,Stevena,Allcock,Female,80,1/15/02,Senior Editor,n/a,Affluent Customer,N,‰å«‰¡èÌå¬èÌ‰‰‰,No,1
3436,Marget,Freeland,Female,4,11/22/58,,Financial Services,Mass Customer,N,‰¡‰«‰µ‰‰‰,Yes,5
3437,Penny,Wellington,Male,79,10/20/63,VP Marketing,Retail,High Net Worth,N,NULL,No,12
3438,Gaylor,Carbry,Male,11,2/16/96,Project Manager,Manufacturing,Mass Customer,N,0/0,No,2
3439,Rubie,O'Gorman,Female,45,10/20/74,Technical Writer,n/a,Affluent Customer,N,-1.00E+02,Yes,19
3440,Retha,Kahane,Female,18,5/15/58,Senior Sales Associate,Manufacturing,Mass Customer,N,íí¼êí_íøêTí±í_êí´êêhêí_eêêí_ííí_í£ê êíí±íÊêêêNêÊêeíí±zíííí¼êpí_í¼í_êíøêeêíÊíÈíÊrí¬í_êí¼íêíídêíÊíí_íÂíií_êí©êêí_aíÊííÂêínêê íÈíí¡êêhíµêií_íví¢êeêí_ê-ñí_í©í_êmí_í_íÇiêêíí_níêdí£í êíøí_êoí¬ííøí¡í_,No,5
3441,Janelle,Ebbage,Female,44,10/16/88,Legal Assistant,Manufacturing,High Net Worth,N,"'""''''""",Yes,20
3442,Adrianne,Petrecz,Female,17,5/22/62,Research Associate,Retail,Mass Customer,N,åüèÌ‰€±èÌåøèåÀ,Yes,14
3443,Fran,,Male,11,4/12/95,Technical Writer,n/a,Mass Customer,N,“Â’__’“ “«’“¡µÂ“,Yes,5
3444,Kara-lynn,Bims,Female,75,12/25/77,Nurse Practicioner,Manufacturing,Affluent Customer,N,Œ£_¾_¢»,No,7
3445,Craggy,,Male,62,6/23/66,Database Administrator I,Financial Services,Affluent Customer,N,•ÈÀ,Yes,11
3446,Gard,Tidy,Male,8,1/30/67,Structural Engineer,Manufacturing,Mass Customer,N,,No,14
3447,Linell,,Female,43,11/23/77,,Financial Services,High Net Worth,N,"""'",No,17
3448,Roderich,Mixer,Male,26,2/16/77,Software Consultant,Financial Services,High Net Worth,N,‰©test‰©,No,9
3449,Ilyssa,Hannabuss,Female,52,9/26/74,VP Quality Control,Argiculture,High Net Worth,N,“Â’__’“ “«’“¡µÂ“,Yes,3
3450,Brooke,Durman,Female,85,9/16/93,Safety Technician III,Retail,Mass Customer,N,‡Ê,No,6
3451,Ruprecht,Loreit,Male,88,5/1/70,Sales Associate,n/a,High Net Worth,N,__ _ _ _ _ _ _ _¤,No,10
3452,Maura,Estevez,Female,22,9/4/64,Marketing Manager,Retail,Mass Customer,N,‰»‰»test‰»,No,13
3453,Jammie,McEvon,Female,57,3/12/89,Product Engineer,Retail,Affluent Customer,N,ë©‰Ì¤‰‰Çèåµ‰_‰´Ìá,No,14
3454,Akim,Mathes,Male,15,6/9/69,Web Designer III,n/a,Mass Customer,N,',No,18
3455,Coop,Skey,Male,29,2/25/54,Administrative Officer,n/a,Mass Customer,N,,Yes,11
3456,Clovis,Ortsmann,Female,11,11/8/59,,n/a,Mass Customer,N,(‰øå¡‰Áå¡•_‰ø•üµ ‰È‰‰È),Yes,12
3457,Robbi,Springthorpe,Female,13,9/26/56,,Manufacturing,Mass Customer,N,ë©‰Ì¤‰‰Çèåµ‰_‰´Ìá,No,16
3458,Alejandro,Shakelade,Male,35,12/1/77,Web Developer III,Manufacturing,High Net Worth,N,1,Yes,19
3459,Emelda,Ramsdell,Female,62,11/24/00,,Entertainment,Mass Customer,N,"''''""",Yes,2
3460,Reinhold,Barthrup,Male,22,10/10/99,Actuary,Financial Services,Mass Customer,N,‰_test‰¤,No,2
3461,Nigel,Izard,Male,28,11/30/62,Environmental Specialist,Manufacturing,Affluent Customer,N,Ì´Ì‰®å©è‰èåÂ‰_Ì_,Yes,17
3462,Jehanna,Sparhawk,Female,96,3/3/57,Registered Nurse,Health,High Net Worth,N,-1,No,17
3463,Fletch,Durrett,Male,7,6/15/84,Compensation Analyst,Financial Services,Affluent Customer,N,‰¡‰«‰µ,No,2
3464,Etheline,Gerretsen,Female,38,6/9/82,Staff Accountant III,Financial Services,Mass Customer,N,1.00E+96,Yes,4
3465,Hadria,Pizer,Female,71,2/1/78,Chemical Engineer,Manufacturing,High Net Worth,N,-$1.00,Yes,7
3466,Victor,Zaple,Male,65,9/28/79,Marketing Assistant,IT,Mass Customer,N,-$1.00,No,18
3467,Killy,Spaducci,Male,31,5/20/80,VP Quality Control,IT,Mass Customer,N,"""'",No,21
3468,Averill,Woodbridge,Male,4,10/24/86,Associate Professor,n/a,Mass Customer,N,¬_¾Ê_,No,7
3469,Arabele,Lantoph,Female,90,8/24/87,Nurse Practicioner,Health,Mass Customer,N,1,Yes,5
3470,Catherina,Ricca,Female,56,10/1/67,Recruiting Manager,Health,Affluent Customer,N,‰_•ü _ _ _ _ _ _ _ _ _ _ _ _ _ _,Yes,6
3471,Brita,Afonso,Female,95,9/5/53,Quality Engineer,IT,High Net Worth,N,‰å«‰¡èÌå¬èÌ‰‰‰,Yes,8
3472,Dionysus,McCarlie,Male,10,6/27/77,VP Marketing,Retail,Affluent Customer,N,,Yes,18
3473,Sanderson,Alloway,U,34,,Analog Circuit Design manager,IT,Mass Customer,N,,No,
3474,Justinian,Crowhurst,Male,93,11/6/79,Assistant Manager,Manufacturing,Mass Customer,N,"¯Çô ôô¯_ ¯_ô¯á¯» ô¯¬¯¤ô¯»¯_¯øô¯ø¯, ¯Â¯_ô¯±¯»ô ¯¬¯¤¯_¯»¯¨¯ø¯¤ô ¯£ô ¯øôô. ¯´¯¡ ôô¯¤¯ ¯¤ô¯_¯»¯¤¯± ô¯»ô¯µô¯¬ ô¯¤ô. ¯£ôôô ¯¤ô¯á¯¤ôô¯¤¯ ¯¬¯±ô¯á¯¤ôô¯¤-ô¯±ô¯_¯¤ ô¯ø ¯£¯¨¯¡. ¯_ôôô¯¤ô¯ ¯´¯»ô¯¤ôô¯© ¯¬ôô ô¯¤, ô¯¡ô¯± ¯",No,14
